timestamp,open,high,low,close,volume
2018-09-01T08:00:00.000000,7063.98,7065.8,7059.38,7059.38,2.00274444
2018-09-01T08:01:00.000000,7059.39,7068.0,7059.39,7067.89,2.00477815
2018-09-01T08:02:00.000000,7066.24,7067.89,7066.24,7067.89,0.017088
2018-09-01T08:03:00.000000,7068.09,7069.96,7068.09,7069.95,1.5883
2018-09-01T08:04:00.000000,7069.94,7069.95,7068.94,7069.95,3.0
2018-09-01T08:05:00.000000,7070.0,7070.0,7069.96,7069.96,0.07874048
2018-09-01T08:06:00.000000,7069.97,7069.97,7062.52,7062.52,3.01870992
2018-09-01T08:07:00.000000,7069.95,7069.95,7069.95,7069.95,0.13404463
2018-09-01T08:08:00.000000,7064.04,7064.04,7064.04,7064.04,0.00990749
2018-09-01T08:09:00.000000,7064.03,7064.03,7062.96,7062.96,0.03737402
2018-09-01T08:10:00.000000,7062.96,7062.96,7062.96,7062.96,0.0
2018-09-01T08:11:00.000000,7057.99,7057.99,7057.99,7057.99,0.02450438
2018-09-01T08:12:00.000000,7057.99,7057.99,7057.99,7057.99,0.0
2018-09-01T08:13:00.000000,7058.0,7058.0,7058.0,7058.0,0.00507465
2018-09-01T08:14:00.000000,7053.38,7053.38,7051.8,7051.8,1.10615644
2018-09-01T08:15:00.000000,7057.99,7057.99,7051.81,7051.81,3.77508623
2018-09-01T08:16:00.000000,7051.81,7051.81,7051.81,7051.81,0.0
2018-09-01T08:17:00.000000,7051.81,7051.81,7051.81,7051.81,0.0
2018-09-01T08:18:00.000000,7051.81,7051.81,7051.81,7051.81,0.0
2018-09-01T08:19:00.000000,7052.67,7052.67,7052.67,7052.67,0.009796
2018-09-01T08:20:00.000000,7049.03,7049.03,7049.02,7049.02,0.0491
2018-09-01T08:21:00.000000,7054.03,7055.51,7052.91,7055.51,3.43380612
2018-09-01T08:22:00.000000,7055.51,7055.51,7055.51,7055.51,0.0
2018-09-01T08:23:00.000000,7055.51,7055.51,7055.51,7055.51,0.0
2018-09-01T08:24:00.000000,7055.51,7055.51,7055.51,7055.51,0.0
2018-09-01T08:25:00.000000,7053.63,7054.6,7053.63,7054.6,0.40599021
2018-09-01T08:26:00.000000,7054.6,7054.6,7054.6,7054.6,0.0
2018-09-01T08:27:00.000000,7053.36,7053.36,7053.36,7053.36,0.045246
2018-09-01T08:28:00.000000,7049.06,7049.06,7049.06,7049.06,0.03544018
2018-09-01T08:29:00.000000,7048.99,7048.99,7043.45,7043.45,1.14164134
2018-09-01T08:30:00.000000,7039.06,7048.65,7038.99,7047.4,2.07890246
2018-09-01T08:31:00.000000,7049.97,7049.97,7049.97,7049.97,0.014841
2018-09-01T08:32:00.000000,7049.97,7049.97,7049.97,7049.97,0.0
2018-09-01T08:33:00.000000,7049.97,7049.97,7049.97,7049.97,0.0
2018-09-01T08:34:00.000000,7045.69,7045.69,7042.41,7042.41,0.14128
2018-09-01T08:35:00.000000,7042.41,7042.41,7042.41,7042.41,0.0
2018-09-01T08:36:00.000000,7044.49,7044.5,7044.49,7044.5,0.0469479
2018-09-01T08:37:00.000000,7044.5,7044.5,7044.5,7044.5,0.0
2018-09-01T08:38:00.000000,7045.98,7045.98,7044.74,7044.74,1.04554855
2018-09-01T08:39:00.000000,7045.14,7045.14,7045.14,7045.14,0.00159086
2018-09-01T08:40:00.000000,7045.14,7045.14,7045.14,7045.14,0.0
2018-09-01T08:41:00.000000,7045.11,7050.36,7045.11,7050.36,1.32900492
2018-09-01T08:42:00.000000,7050.36,7056.34,7046.85,7046.85,1.18961639
2018-09-01T08:43:00.000000,7047.22,7047.22,7047.22,7047.22,1.5
2018-09-01T08:44:00.000000,7041.61,7041.61,7041.61,7041.61,0.01521079
2018-09-01T08:45:00.000000,7047.93,7056.33,7047.93,7055.86,7.32710794
2018-09-01T08:46:00.000000,7056.16,7056.16,7044.0,7044.0,3.2184
2018-09-01T08:47:00.000000,7044.0,7044.0,7044.0,7044.0,0.0
2018-09-01T08:48:00.000000,7051.58,7053.51,7051.57,7053.51,0.61962953
2018-09-01T08:49:00.000000,7053.51,7053.51,7053.51,7053.51,0.0
2018-09-01T08:50:00.000000,7053.51,7053.51,7053.51,7053.51,0.0
2018-09-01T08:51:00.000000,7053.51,7053.51,7053.51,7053.51,0.0
2018-09-01T08:52:00.000000,7053.51,7053.51,7053.51,7053.51,0.0
2018-09-01T08:53:00.000000,7053.51,7053.51,7053.51,7053.51,0.0
2018-09-01T08:54:00.000000,7046.01,7046.01,7046.01,7046.01,0.003263
2018-09-01T08:55:00.000000,7047.0,7056.21,7047.0,7056.21,0.20012254
2018-09-01T08:56:00.000000,7056.21,7056.21,7056.21,7056.21,0.0
2018-09-01T08:57:00.000000,7053.99,7056.31,7053.99,7056.31,1.307
2018-09-01T08:58:00.000000,7056.31,7056.31,7056.31,7056.31,0.0
2018-09-01T08:59:00.000000,7056.31,7056.31,7056.31,7056.31,0.0
2018-09-01T09:00:00.000000,7058.95,7061.73,7053.62,7053.62,0.55831569
2018-09-01T09:01:00.000000,7053.62,7053.62,7053.62,7053.62,0.0
2018-09-01T09:02:00.000000,7053.0,7053.0,7053.0,7053.0,0.00137171
2018-09-01T09:03:00.000000,7053.0,7053.0,7053.0,7053.0,0.0
2018-09-01T09:04:00.000000,7053.0,7053.0,7053.0,7053.0,0.0
2018-09-01T09:05:00.000000,7053.0,7053.0,7053.0,7053.0,0.0
2018-09-01T09:06:00.000000,7053.63,7054.31,7052.99,7054.31,0.25882107
2018-09-01T09:07:00.000000,7050.99,7051.78,7050.99,7051.78,0.05657167
2018-09-01T09:08:00.000000,7042.03,7046.89,7040.01,7046.89,0.41418415
2018-09-01T09:09:00.000000,7039.03,7047.99,7039.03,7047.99,0.0026
2018-09-01T09:10:00.000000,7045.38,7045.38,7045.37,7045.38,2.03545702
2018-09-01T09:11:00.000000,7040.28,7040.28,7040.26,7040.27,0.08989355
2018-09-01T09:12:00.000000,7039.46,7040.26,7036.25,7040.26,26.10724641
2018-09-01T09:13:00.000000,7040.26,7040.26,7040.26,7040.26,0.00986037
2018-09-01T09:14:00.000000,7040.26,7040.27,7040.26,7040.27,0.0687248
2018-09-01T09:15:00.000000,7040.27,7040.27,7040.27,7040.27,0.0
2018-09-01T09:16:00.000000,7040.27,7040.27,7040.27,7040.27,0.0
2018-09-01T09:17:00.000000,7040.27,7040.27,7040.27,7040.27,0.0
2018-09-01T09:18:00.000000,7039.84,7040.27,7039.84,7040.27,1.09696967
2018-09-01T09:19:00.000000,7033.98,7040.46,7033.81,7033.81,1.43485264
2018-09-01T09:20:00.000000,7037.37,7039.68,7024.64,7036.55,5.7958329
2018-09-01T09:21:00.000000,7027.46,7027.46,7027.46,7027.46,0.00654721
2018-09-01T09:22:00.000000,7030.61,7030.61,7030.61,7030.61,0.00188468
2018-09-01T09:23:00.000000,7030.52,7030.52,7027.71,7027.71,0.04917824
2018-09-01T09:24:00.000000,7027.71,7027.71,7027.71,7027.71,0.05379389
2018-09-01T09:25:00.000000,7023.95,7023.95,7023.95,7023.95,0.06556
2018-09-01T09:26:00.000000,7027.59,7027.59,7027.59,7027.59,0.00119608
2018-09-01T09:27:00.000000,7027.59,7032.91,7027.15,7027.15,1.72990104
2018-09-01T09:28:00.000000,7032.99,7035.99,7032.99,7035.99,0.49422421
2018-09-01T09:29:00.000000,7035.99,7036.35,7035.99,7036.35,0.00700211
2018-09-01T09:30:00.000000,7036.35,7036.35,7036.35,7036.35,0.0
2018-09-01T09:31:00.000000,7036.35,7036.35,7036.35,7036.35,0.0
2018-09-01T09:32:00.000000,7036.35,7036.35,7036.35,7036.35,1.0
2018-09-01T09:33:00.000000,7035.98,7035.99,7029.24,7029.24,1.40795273
2018-09-01T09:34:00.000000,7031.99,7032.0,7027.47,7027.47,0.70829527
2018-09-01T09:35:00.000000,7027.47,7032.0,7027.47,7032.0,2.23215879
2018-09-01T09:36:00.000000,7031.99,7032.0,7031.99,7032.0,2.01256782
2018-09-01T09:37:00.000000,7026.03,7026.03,7026.03,7026.03,0.00600237
2018-09-01T09:38:00.000000,7031.99,7035.1,7031.99,7035.1,2.75542234
2018-09-01T09:39:00.000000,7037.17,7037.18,7037.17,7037.17,0.42358953
2018-09-01T09:40:00.000000,7038.27,7038.27,7037.86,7037.86,1.03728983
2018-09-01T09:41:00.000000,7040.67,7040.67,7040.66,7040.67,1.836
2018-09-01T09:42:00.000000,7040.67,7040.67,7040.67,7040.67,0.0
2018-09-01T09:43:00.000000,7040.66,7040.99,7037.9,7037.9,0.07408075
2018-09-01T09:44:00.000000,7032.79,7039.18,7032.79,7039.18,0.06403501
2018-09-01T09:45:00.000000,7039.18,7039.18,7039.18,7039.18,0.4275
2018-09-01T09:46:00.000000,7039.17,7043.94,7037.79,7041.13,2.64356804
2018-09-01T09:47:00.000000,7031.9,7037.99,7031.9,7037.99,2.72512614
2018-09-01T09:48:00.000000,7038.23,7038.23,7038.23,7038.23,0.02
2018-09-01T09:49:00.000000,7038.23,7038.23,7038.23,7038.23,0.0
2018-09-01T09:50:00.000000,7037.99,7043.94,7037.99,7040.61,1.10273519
2018-09-01T09:51:00.000000,7040.61,7040.61,7040.61,7040.61,0.0
2018-09-01T09:52:00.000000,7040.61,7040.61,7040.61,7040.61,0.0
2018-09-01T09:53:00.000000,7040.62,7040.84,7039.65,7040.84,1.4412903
2018-09-01T09:54:00.000000,7040.28,7042.06,7034.81,7042.06,11.80263776
2018-09-01T09:55:00.000000,7040.01,7040.02,7040.01,7040.02,0.1281335
2018-09-01T09:56:00.000000,7040.02,7040.02,7040.02,7040.02,0.034659
2018-09-01T09:57:00.000000,7041.03,7041.03,7041.03,7041.03,0.02147582
2018-09-01T09:58:00.000000,7041.98,7042.34,7040.56,7042.34,0.54016083
2018-09-01T09:59:00.000000,7041.27,7042.34,7041.27,7042.34,0.10204004
2018-09-01T10:00:00.000000,7035.04,7035.04,7035.04,7035.04,0.01168559
2018-09-01T10:01:00.000000,7035.04,7035.04,7035.04,7035.04,0.0
2018-09-01T10:02:00.000000,7035.04,7035.04,7035.04,7035.04,0.0
2018-09-01T10:03:00.000000,7035.04,7035.04,7035.04,7035.04,0.0
2018-09-01T10:04:00.000000,7041.99,7042.34,7041.99,7042.34,0.012354
2018-09-01T10:05:00.000000,7041.99,7041.99,7041.99,7041.99,0.002883
2018-09-01T10:06:00.000000,7041.99,7041.99,7041.99,7041.99,0.0
2018-09-01T10:07:00.000000,7034.06,7036.87,7034.06,7036.87,0.01060718
2018-09-01T10:08:00.000000,7036.87,7036.87,7036.87,7036.87,0.0
2018-09-01T10:09:00.000000,7029.02,7034.35,7028.05,7028.93,0.261546
2018-09-01T10:10:00.000000,7029.08,7029.9,7029.08,7029.9,0.33561577
2018-09-01T10:11:00.000000,7029.9,7029.9,7029.9,7029.9,0.00138578
2018-09-01T10:12:00.000000,7029.9,7029.9,7029.9,7029.9,0.0
2018-09-01T10:13:00.000000,7029.9,7034.9,7029.9,7034.9,0.00471645
2018-09-01T10:14:00.000000,7028.6,7034.86,7028.6,7034.86,0.2073324
2018-09-01T10:15:00.000000,7034.9,7035.98,7034.9,7035.98,0.01425041
2018-09-01T10:16:00.000000,7035.98,7035.98,7035.98,7035.98,0.0
2018-09-01T10:17:00.000000,7035.98,7035.99,7035.98,7035.99,0.60978007
2018-09-01T10:18:00.000000,7035.99,7035.99,7035.99,7035.99,0.0
2018-09-01T10:19:00.000000,7035.99,7035.99,7035.99,7035.99,0.0
2018-09-01T10:20:00.000000,7035.99,7035.99,7035.99,7035.99,0.0
2018-09-01T10:21:00.000000,7031.26,7035.66,7031.26,7035.24,0.779734
2018-09-01T10:22:00.000000,7035.24,7035.24,7030.56,7030.56,1.13230801
2018-09-01T10:23:00.000000,7029.61,7035.16,7029.61,7035.1,0.12763528
2018-09-01T10:24:00.000000,7035.1,7035.1,7035.1,7035.1,0.0
2018-09-01T10:25:00.000000,7029.39,7029.39,7029.39,7029.39,0.3284
2018-09-01T10:26:00.000000,7029.39,7029.39,7029.39,7029.39,0.0
2018-09-01T10:27:00.000000,7029.39,7029.39,7029.39,7029.39,0.0
2018-09-01T10:28:00.000000,7033.67,7033.67,7033.67,7033.67,0.003957
2018-09-01T10:29:00.000000,7033.67,7033.67,7033.67,7033.67,0.0
2018-09-01T10:30:00.000000,7033.67,7033.67,7033.67,7033.67,0.0
2018-09-01T10:31:00.000000,7026.93,7026.93,7026.82,7026.82,1.41548411
2018-09-01T10:32:00.000000,7024.51,7025.24,7024.51,7025.24,0.07025797
2018-09-01T10:33:00.000000,7025.24,7025.24,7025.24,7025.24,0.0
2018-09-01T10:34:00.000000,7025.24,7025.24,7025.24,7025.24,0.0
2018-09-01T10:35:00.000000,7032.25,7032.25,7032.25,7032.25,0.00538226
2018-09-01T10:36:00.000000,7032.25,7040.49,7032.25,7040.49,7.09397145
2018-09-01T10:37:00.000000,7040.49,7040.49,7040.49,7040.49,0.0
2018-09-01T10:38:00.000000,7031.5,7031.5,7031.5,7031.5,0.01196738
2018-09-01T10:39:00.000000,7033.18,7033.18,7032.91,7033.18,0.50978064
2018-09-01T10:40:00.000000,7033.18,7035.37,7033.05,7035.37,0.50491877
2018-09-01T10:41:00.000000,7035.37,7035.37,7035.37,7035.37,0.0
2018-09-01T10:42:00.000000,7035.37,7035.37,7035.37,7035.37,0.0
2018-09-01T10:43:00.000000,7035.37,7035.37,7035.37,7035.37,0.0
2018-09-01T10:44:00.000000,7035.37,7035.37,7035.37,7035.37,0.0
2018-09-01T10:45:00.000000,7035.69,7035.69,7035.69,7035.69,0.0067
2018-09-01T10:46:00.000000,7034.84,7034.84,7034.84,7034.84,0.009684
2018-09-01T10:47:00.000000,7035.72,7038.17,7035.72,7038.17,0.022684
2018-09-01T10:48:00.000000,7035.4,7035.4,7034.83,7034.83,0.509684
2018-09-01T10:49:00.000000,7035.97,7035.97,7035.97,7035.97,0.019368
2018-09-01T10:50:00.000000,7035.33,7050.66,7035.33,7050.65,1.53865068
2018-09-01T10:51:00.000000,7050.65,7054.4,7047.99,7050.75,1.38452436
2018-09-01T10:52:00.000000,7049.99,7054.4,7049.8,7049.8,2.84540893
2018-09-01T10:53:00.000000,7049.8,7049.8,7049.8,7049.8,0.00197473
2018-09-01T10:54:00.000000,7049.8,7051.99,7049.8,7051.99,0.00311034
2018-09-01T10:55:00.000000,7051.99,7054.4,7051.99,7054.4,0.131189
2018-09-01T10:56:00.000000,7046.46,7046.46,7046.46,7046.46,0.00826503
2018-09-01T10:57:00.000000,7044.45,7044.45,7040.37,7040.37,1.0
2018-09-01T10:58:00.000000,7049.14,7049.14,7040.5,7048.09,0.05426532
